model - 1591451362, 1591451379.871, 0.59, 0.2367,  0.59, 0.238
model - 1591451362, 1591451379.975, 0.64, 0.2337,  0.54, 0.2427
model - 1591451362, 1591451380.073, 0.59, 0.2404,  0.56, 0.2454
model - 1591451362, 1591451380.179, 0.68, 0.2317,  0.62, 0.2386
model - 1591451362, 1591451380.297, 0.58, 0.2424,  0.55, 0.2389
model - 1591451362, 1591451380.398, 0.52, 0.2545,  0.54, 0.2503
model - 1591451362, 1591451380.509, 0.58, 0.2444,  0.55, 0.2455
model - 1591451362, 1591451380.616, 0.51, 0.2622,  0.56, 0.2351
model - 1591451362, 1591451380.723, 0.52, 0.2458,  0.56, 0.2374
model - 1591451362, 1591451380.821, 0.56, 0.2393,  0.62, 0.2427
model - 1591451362, 1591451380.936, 0.51, 0.2443,  0.56, 0.2457
model - 1591451362, 1591451381.053, 0.65, 0.2361,  0.62, 0.2391
model - 1591451362, 1591451381.157, 0.63, 0.2308,  0.59, 0.244
model - 1591451362, 1591451381.258, 0.56, 0.2418,  0.51, 0.2423
model - 1591451362, 1591451381.374, 0.56, 0.2433,  0.6, 0.2377
model - 1591451362, 1591451381.488, 0.6, 0.2417,  0.53, 0.2462
model - 1591451362, 1591451381.593, 0.44, 0.2687,  0.58, 0.2398
model - 1591451362, 1591451381.693, 0.67, 0.2307,  0.61, 0.2379
model - 1591451362, 1591451381.793, 0.55, 0.2479,  0.6, 0.2318
model - 1591451362, 1591451381.892, 0.58, 0.2432,  0.62, 0.2398
model - 1591451362, 1591451381.99, 0.53, 0.2475,  0.53, 0.2448
model - 1591451362, 1591451382.091, 0.56, 0.2386,  0.56, 0.2494
model - 1591451362, 1591451382.207, 0.51, 0.2468,  0.54, 0.2423
model - 1591451362, 1591451382.31, 0.55, 0.2454,  0.59, 0.241
model - 1591451362, 1591451382.413, 0.54, 0.2542,  0.58, 0.2427
model - 1591451362, 1591451382.513, 0.55, 0.2411,  0.61, 0.2358
model - 1591451362, 1591451382.612, 0.56, 0.2396,  0.71, 0.2317
model - 1591451362, 1591451382.715, 0.65, 0.2355,  0.56, 0.2392
model - 1591451362, 1591451382.813, 0.61, 0.2413,  0.54, 0.2475
model - 1591451362, 1591451382.912, 0.57, 0.2425,  0.58, 0.2377
model - 1591451362, 1591451383.01, 0.57, 0.2405,  0.55, 0.2466
model - 1591451362, 1591451383.107, 0.55, 0.2439,  0.54, 0.2439
model - 1591451362, 1591451383.21, 0.54, 0.2514,  0.55, 0.2386
model - 1591451362, 1591451383.307, 0.64, 0.2235,  0.58, 0.2367
model - 1591451362, 1591451383.407, 0.55, 0.243,  0.61, 0.2385
model - 1591451362, 1591451383.502, 0.64, 0.2352,  0.61, 0.2328
model - 1591451362, 1591451383.599, 0.6, 0.2356,  0.57, 0.2382
model - 1591451362, 1591451383.695, 0.62, 0.2425,  0.58, 0.2397
model - 1591451362, 1591451383.802, 0.52, 0.2613,  0.57, 0.2456
model - 1591451362, 1591451383.929, 0.52, 0.244,  0.47, 0.2546
model - 1591451362, 1591451384.029, 0.52, 0.2543,  0.58, 0.232
model - 1591451362, 1591451384.127, 0.57, 0.2397,  0.64, 0.2364
model - 1591451362, 1591451384.228, 0.48, 0.2489,  0.64, 0.2367
model - 1591451362, 1591451384.345, 0.63, 0.2307,  0.53, 0.2512
model - 1591451362, 1591451384.469, 0.54, 0.2457,  0.55, 0.253
model - 1591451362, 1591451384.586, 0.49, 0.2534,  0.54, 0.2449
model - 1591451362, 1591451384.686, 0.59, 0.2344,  0.6, 0.244
model - 1591451362, 1591451384.784, 0.55, 0.2449,  0.58, 0.2387
model - 1591451362, 1591451384.888, 0.49, 0.2587,  0.7, 0.2309
model - 1591451362, 1591451384.988, 0.59, 0.2397,  0.62, 0.2382
model - 1591451362, 1591451385.109, 0.62, 0.2441,  0.51, 0.2481
model - 1591451362, 1591451385.215, 0.54, 0.2409,  0.59, 0.241
model - 1591451362, 1591451385.318, 0.54, 0.2461,  0.5, 0.2472
model - 1591451362, 1591451385.43, 0.6, 0.2335,  0.63, 0.2329
model - 1591451362, 1591451385.544, 0.6, 0.2397,  0.65, 0.2291
model - 1591451362, 1591451385.657, 0.55, 0.2488,  0.54, 0.2453
model - 1591451362, 1591451385.754, 0.51, 0.2513,  0.71, 0.2291
model - 1591451362, 1591451385.886, 0.53, 0.243,  0.63, 0.2372
model - 1591451362, 1591451385.989, 0.56, 0.2465,  0.51, 0.2476
model - 1591451362, 1591451386.087, 0.57, 0.2403,  0.64, 0.2396
model - 1591451362, 1591451386.205, 0.53, 0.252,  0.62, 0.2355
model - 1591451362, 1591451386.305, 0.5, 0.2447,  0.67, 0.2359
model - 1591451362, 1591451386.412, 0.62, 0.2334,  0.6, 0.2374
model - 1591451362, 1591451386.51, 0.61, 0.233,  0.58, 0.235
model - 1591451362, 1591451386.586, 0.6, 0.2399,  0.7, 0.2298
model - 1591451362, 1591451386.713, 0.56, 0.2369,  0.65, 0.2427
model - 1591451362, 1591451386.81, 0.63, 0.2302,  0.7, 0.2224
model - 1591451362, 1591451386.935, 0.74, 0.2111,  0.65, 0.2213
model - 1591451362, 1591451387.035, 0.67, 0.2253,  0.61, 0.2337
model - 1591451362, 1591451387.148, 0.5, 0.2679,  0.59, 0.2484
model - 1591451362, 1591451387.265, 0.67, 0.2068,  0.59, 0.23
model - 1591451362, 1591451387.378, 0.57, 0.2398,  0.71, 0.2261
model - 1591451362, 1591451387.48, 0.64, 0.236,  0.6, 0.2451
model - 1591451362, 1591451387.579, 0.6, 0.233,  0.54, 0.2474
model - 1591451362, 1591451387.682, 0.59, 0.2463,  0.65, 0.2215
model - 1591451362, 1591451387.781, 0.6, 0.2502,  0.64, 0.2198
model - 1591451362, 1591451387.902, 0.64, 0.2276,  0.63, 0.2209
model - 1591451362, 1591451388.031, 0.51, 0.268,  0.64, 0.2267
model - 1591451362, 1591451388.13, 0.67, 0.214,  0.61, 0.2349
model - 1591451362, 1591451388.244, 0.57, 0.2365,  0.59, 0.2277
model - 1591451362, 1591451388.348, 0.58, 0.2331,  0.62, 0.2294
model - 1591451362, 1591451388.446, 0.49, 0.2636,  0.59, 0.2524
model - 1591451362, 1591451388.549, 0.6, 0.2462,  0.74, 0.2096
model - 1591451362, 1591451388.66, 0.62, 0.2272,  0.61, 0.2258
model - 1591451362, 1591451388.759, 0.67, 0.2125,  0.6, 0.2373
model - 1591451362, 1591451388.856, 0.6, 0.2438,  0.63, 0.2314
model - 1591451362, 1591451388.956, 0.45, 0.2628,  0.66, 0.2252
model - 1591451362, 1591451389.074, 0.58, 0.2358,  0.59, 0.2334
model - 1591451362, 1591451389.204, 0.66, 0.2291,  0.57, 0.235
model - 1591451362, 1591451389.309, 0.51, 0.2519,  0.65, 0.2294
model - 1591451362, 1591451389.422, 0.7, 0.2121,  0.55, 0.2329
model - 1591451362, 1591451389.52, 0.62, 0.2378,  0.58, 0.2381
model - 1591451362, 1591451389.617, 0.64, 0.224,  0.67, 0.2204
model - 1591451362, 1591451389.715, 0.63, 0.2226,  0.59, 0.2418
model - 1591451362, 1591451389.811, 0.62, 0.2144,  0.65, 0.2292
model - 1591451362, 1591451389.914, 0.7, 0.2199,  0.56, 0.2307
model - 1591451362, 1591451390.014, 0.66, 0.225,  0.53, 0.2515
model - 1591451362, 1591451390.109, 0.64, 0.2232,  0.63, 0.2348
model - 1591451362, 1591451390.22, 0.55, 0.2552,  0.64, 0.2132
model - 1591451362, 1591451390.336, 0.58, 0.2403,  0.67, 0.2092
model - 1591451362, 1591451390.433, 0.66, 0.215,  0.58, 0.2506
model - 1591451362, 1591451390.542, 0.48, 0.2763,  0.67, 0.2145
model - 1591451362, 1591451390.653, 0.73, 0.2118,  0.66, 0.2188
model - 1591451362, 1591451390.749, 0.6, 0.2302,  0.57, 0.2324
model - 1591451362, 1591451390.85, 0.56, 0.2445,  0.65, 0.2176
model - 1591451362, 1591451390.957, 0.58, 0.2309,  0.53, 0.2418
model - 1591451362, 1591451391.057, 0.66, 0.2093,  0.63, 0.2207
model - 1591451362, 1591451391.157, 0.61, 0.2496,  0.7, 0.2087
model - 1591451362, 1591451391.276, 0.61, 0.2446,  0.67, 0.2177
model - 1591451362, 1591451391.38, 0.65, 0.233,  0.65, 0.2153
model - 1591451362, 1591451391.495, 0.57, 0.2339,  0.54, 0.2461
model - 1591451362, 1591451391.61, 0.68, 0.219,  0.64, 0.2236
model - 1591451362, 1591451391.717, 0.64, 0.2286,  0.67, 0.2239
model - 1591451362, 1591451391.826, 0.53, 0.2442,  0.75, 0.2178
model - 1591451362, 1591451391.924, 0.61, 0.24,  0.6, 0.2262
model - 1591451362, 1591451392.056, 0.62, 0.2291,  0.63, 0.2208
model - 1591451362, 1591451392.157, 0.66, 0.2214,  0.56, 0.2589
model - 1591451362, 1591451392.252, 0.48, 0.297,  0.59, 0.2315
model - 1591451362, 1591451392.349, 0.65, 0.2364,  0.64, 0.2235
model - 1591451362, 1591451392.449, 0.61, 0.2301,  0.57, 0.2485
model - 1591451362, 1591451392.547, 0.53, 0.2449,  0.57, 0.2459
model - 1591451362, 1591451392.643, 0.52, 0.2507,  0.49, 0.2536
model - 1591451362, 1591451392.741, 0.51, 0.2531,  0.52, 0.2469
model - 1591451362, 1591451392.84, 0.5, 0.2444,  0.65, 0.2222
model - 1591451362, 1591451392.958, 0.57, 0.2379,  0.58, 0.2411
model - 1591451362, 1591451393.068, 0.52, 0.2489,  0.55, 0.2436
model - 1591451362, 1591451393.164, 0.55, 0.2462,  0.6, 0.2374
model - 1591451362, 1591451393.283, 0.61, 0.2342,  0.58, 0.2423
model - 1591451362, 1591451393.381, 0.6, 0.2281,  0.63, 0.2338
model - 1591451362, 1591451393.494, 0.6, 0.239,  0.67, 0.2208
model - 1591451362, 1591451393.601, 0.62, 0.2313,  0.53, 0.2454
model - 1591451362, 1591451393.703, 0.56, 0.2326,  0.53, 0.2429
model - 1591451362, 1591451393.811, 0.61, 0.2431,  0.56, 0.2429
model - 1591451362, 1591451393.917, 0.61, 0.2283,  0.62, 0.2334
model - 1591451362, 1591451394.014, 0.53, 0.246,  0.59, 0.2429
model - 1591451362, 1591451394.11, 0.64, 0.2341,  0.71, 0.2255
model - 1591451362, 1591451394.21, 0.66, 0.2259,  0.58, 0.2364
model - 1591451362, 1591451394.334, 0.52, 0.242,  0.72, 0.2193
model - 1591451362, 1591451394.446, 0.54, 0.2443,  0.56, 0.2422
model - 1591451362, 1591451394.559, 0.68, 0.2186,  0.63, 0.2277
model - 1591451362, 1591451394.687, 0.63, 0.2235,  0.56, 0.2465
model - 1591451362, 1591451394.788, 0.63, 0.2302,  0.58, 0.2318
model - 1591451362, 1591451394.895, 0.66, 0.2207,  0.64, 0.2287
model - 1591451362, 1591451394.991, 0.64, 0.2175,  0.59, 0.2326
model - 1591451362, 1591451395.086, 0.56, 0.2462,  0.57, 0.2536
model - 1591451362, 1591451395.184, 0.56, 0.2404,  0.56, 0.2333
model - 1591451362, 1591451395.287, 0.65, 0.232,  0.61, 0.2428
model - 1591451362, 1591451395.387, 0.66, 0.2343,  0.64, 0.2069
model - 1591451362, 1591451395.485, 0.7, 0.2147,  0.6, 0.2229
model - 1591451362, 1591451395.602, 0.62, 0.2312,  0.51, 0.2654
model - 1591451362, 1591451395.722, 0.52, 0.2583,  0.6, 0.2257
model - 1591451362, 1591451395.822, 0.57, 0.2511,  0.63, 0.2239
model - 1591451362, 1591451395.917, 0.66, 0.2183,  0.71, 0.2171
model - 1591451362, 1591451396.015, 0.61, 0.2455,  0.68, 0.2243
model - 1591451362, 1591451396.134, 0.63, 0.2343,  0.59, 0.2492
model - 1591451362, 1591451396.235, 0.6, 0.226,  0.5, 0.2571
model - 1591451362, 1591451396.332, 0.67, 0.2235,  0.61, 0.2307
model - 1591451362, 1591451396.437, 0.69, 0.2251,  0.57, 0.2233
model - 1591451362, 1591451396.537, 0.54, 0.2454,  0.71, 0.2091
model - 1591451362, 1591451396.633, 0.58, 0.2344,  0.59, 0.236
model - 1591451362, 1591451396.733, 0.67, 0.2248,  0.58, 0.2361
model - 1591451362, 1591451396.835, 0.67, 0.2155,  0.53, 0.2512
model - 1591451362, 1591451396.932, 0.61, 0.2316,  0.62, 0.2331
model - 1591451362, 1591451397.027, 0.52, 0.2593,  0.69, 0.2144
model - 1591451362, 1591451397.131, 0.66, 0.2173,  0.56, 0.2451
model - 1591451362, 1591451397.242, 0.55, 0.2422,  0.61, 0.2285
model - 1591451362, 1591451397.338, 0.67, 0.2194,  0.64, 0.2298
model - 1591451362, 1591451397.441, 0.6, 0.2296,  0.67, 0.2239
model - 1591451362, 1591451397.548, 0.6, 0.2265,  0.65, 0.2282
model - 1591451362, 1591451397.649, 0.65, 0.233,  0.68, 0.2163
model - 1591451362, 1591451397.746, 0.6, 0.2435,  0.57, 0.2328
model - 1591451362, 1591451397.845, 0.67, 0.2184,  0.65, 0.2207
model - 1591451362, 1591451397.943, 0.65, 0.2406,  0.64, 0.22
model - 1591451362, 1591451398.058, 0.58, 0.243,  0.6, 0.2254
model - 1591451362, 1591451398.155, 0.61, 0.2279,  0.57, 0.2264
model - 1591451362, 1591451398.289, 0.54, 0.2459,  0.59, 0.2322
model - 1591451362, 1591451398.414, 0.71, 0.2152,  0.66, 0.2099
model - 1591451362, 1591451398.533, 0.65, 0.2229,  0.64, 0.2341
model - 1591451362, 1591451398.672, 0.6, 0.2318,  0.62, 0.2202
model - 1591451362, 1591451398.768, 0.49, 0.2518,  0.64, 0.2251
model - 1591451362, 1591451398.868, 0.61, 0.2328,  0.62, 0.2336
model - 1591451362, 1591451399.002, 0.58, 0.2289,  0.58, 0.2295
model - 1591451362, 1591451399.099, 0.57, 0.2333,  0.58, 0.2265
model - 1591451362, 1591451399.195, 0.61, 0.2341,  0.59, 0.239
model - 1591451362, 1591451399.325, 0.63, 0.2344,  0.62, 0.2242
model - 1591451362, 1591451399.431, 0.54, 0.2546,  0.56, 0.222
model - 1591451362, 1591451399.546, 0.54, 0.238,  0.72, 0.2095
model - 1591451362, 1591451399.643, 0.6, 0.2322,  0.55, 0.2418
model - 1591451362, 1591451399.742, 0.55, 0.2392,  0.5, 0.2583
model - 1591451362, 1591451399.839, 0.55, 0.2535,  0.57, 0.2366
model - 1591451362, 1591451399.935, 0.6, 0.2361,  0.61, 0.221
model - 1591451362, 1591451400.033, 0.57, 0.2378,  0.56, 0.2346
model - 1591451362, 1591451400.133, 0.66, 0.2306,  0.57, 0.233
model - 1591451362, 1591451400.233, 0.61, 0.2362,  0.65, 0.2228
model - 1591451362, 1591451400.329, 0.6, 0.235,  0.56, 0.2431
model - 1591451362, 1591451400.456, 0.6, 0.234,  0.61, 0.2333
model - 1591451362, 1591451400.575, 0.54, 0.2348,  0.61, 0.2273
model - 1591451362, 1591451400.689, 0.71, 0.227,  0.67, 0.2263
model - 1591451362, 1591451400.814, 0.65, 0.2274,  0.63, 0.2189
model - 1591451362, 1591451400.911, 0.6, 0.2324,  0.67, 0.2282
model - 1591451362, 1591451401.021, 0.66, 0.2217,  0.66, 0.2199
model - 1591451362, 1591451401.125, 0.55, 0.2502,  0.63, 0.2312
model - 1591451362, 1591451401.233, 0.61, 0.2245,  0.6, 0.2244
model - 1591451362, 1591451401.331, 0.67, 0.2213,  0.63, 0.2228
model - 1591451362, 1591451401.453, 0.59, 0.2289,  0.68, 0.213
model - 1591451362, 1591451401.558, 0.67, 0.2202,  0.63, 0.2274
model - 1591451362, 1591451401.675, 0.58, 0.2337,  0.6, 0.2297
model - 1591451362, 1591451401.77, 0.63, 0.2293,  0.6, 0.2342
model - 1591451362, 1591451401.867, 0.7, 0.1989,  0.57, 0.241
model - 1591451362, 1591451401.964, 0.71, 0.2064,  0.51, 0.2317
