model - 1591451362, 1591451402.08, 0.63, 0.223,  0.65, 0.2152
model - 1591451362, 1591451402.178, 0.63, 0.2226,  0.71, 0.2022
model - 1591451362, 1591451402.286, 0.7, 0.2028,  0.58, 0.2323
model - 1591451362, 1591451402.406, 0.66, 0.2152,  0.6, 0.227
model - 1591451362, 1591451402.52, 0.58, 0.2418,  0.62, 0.22
model - 1591451362, 1591451402.634, 0.65, 0.2215,  0.57, 0.2365
model - 1591451362, 1591451402.729, 0.64, 0.2381,  0.58, 0.2422
model - 1591451362, 1591451402.854, 0.64, 0.199,  0.66, 0.1979
model - 1591451362, 1591451402.972, 0.65, 0.2095,  0.57, 0.22
model - 1591451362, 1591451403.069, 0.71, 0.199,  0.58, 0.2306
model - 1591451362, 1591451403.195, 0.71, 0.2005,  0.56, 0.266
model - 1591451362, 1591451403.295, 0.67, 0.2085,  0.55, 0.2717
model - 1591451362, 1591451403.393, 0.56, 0.2323,  0.68, 0.2064
model - 1591451362, 1591451403.49, 0.6, 0.2284,  0.61, 0.2269
model - 1591451362, 1591451403.591, 0.5, 0.2596,  0.62, 0.2412
model - 1591451362, 1591451403.693, 0.69, 0.2084,  0.58, 0.2514
model - 1591451362, 1591451403.79, 0.63, 0.229,  0.62, 0.2497
model - 1591451362, 1591451403.889, 0.68, 0.2203,  0.67, 0.2107
model - 1591451362, 1591451403.987, 0.68, 0.2081,  0.69, 0.2052
model - 1591451362, 1591451404.083, 0.69, 0.2065,  0.69, 0.2019
model - 1591451362, 1591451404.192, 0.61, 0.2462,  0.67, 0.2096
model - 1591451362, 1591451404.3, 0.64, 0.2296,  0.52, 0.2671
model - 1591451362, 1591451404.397, 0.54, 0.2688,  0.61, 0.2417
model - 1591451362, 1591451404.496, 0.58, 0.226,  0.63, 0.23
model - 1591451362, 1591451404.642, 0.69, 0.2231,  0.52, 0.2413
model - 1591451362, 1591451404.781, 0.61, 0.2204,  0.72, 0.1995
model - 1591451362, 1591451404.899, 0.63, 0.2142,  0.61, 0.2211
model - 1591451362, 1591451404.997, 0.63, 0.2138,  0.61, 0.2315
model - 1591451362, 1591451405.102, 0.61, 0.2461,  0.7, 0.2091
model - 1591451362, 1591451405.213, 0.65, 0.2225,  0.52, 0.2598
model - 1591451362, 1591451405.312, 0.62, 0.2274,  0.55, 0.2583
model - 1591451362, 1591451405.409, 0.55, 0.2673,  0.53, 0.2528
model - 1591451362, 1591451405.509, 0.73, 0.2047,  0.54, 0.2546
model - 1591451362, 1591451405.608, 0.58, 0.2399,  0.53, 0.2471
model - 1591451362, 1591451405.705, 0.63, 0.219,  0.57, 0.2425
model - 1591451362, 1591451405.809, 0.67, 0.218,  0.63, 0.2317
model - 1591451362, 1591451405.914, 0.55, 0.2358,  0.52, 0.2439
model - 1591451362, 1591451406.011, 0.56, 0.2466,  0.58, 0.245
model - 1591451362, 1591451406.108, 0.56, 0.2395,  0.65, 0.2164
model - 1591451362, 1591451406.214, 0.59, 0.232,  0.62, 0.2268
model - 1591451362, 1591451406.314, 0.73, 0.209,  0.67, 0.2069
model - 1591451362, 1591451406.413, 0.67, 0.2243,  0.62, 0.2445
model - 1591451362, 1591451406.512, 0.6, 0.2338,  0.61, 0.2376
model - 1591451362, 1591451406.612, 0.59, 0.2433,  0.58, 0.2475
model - 1591451362, 1591451406.71, 0.57, 0.2387,  0.6, 0.2309
model - 1591451362, 1591451406.823, 0.6, 0.2217,  0.68, 0.2162
model - 1591451362, 1591451406.926, 0.65, 0.2345,  0.6, 0.2311
model - 1591451362, 1591451407.024, 0.61, 0.2402,  0.57, 0.2452
model - 1591451362, 1591451407.122, 0.64, 0.2101,  0.71, 0.2079
model - 1591451362, 1591451407.222, 0.62, 0.2262,  0.69, 0.2115
model - 1591451362, 1591451407.319, 0.65, 0.2133,  0.69, 0.2137
model - 1591451362, 1591451407.419, 0.68, 0.2185,  0.62, 0.2356
model - 1591451362, 1591451407.515, 0.67, 0.2164,  0.5, 0.2455
model - 1591451362, 1591451407.615, 0.6, 0.2387,  0.6, 0.2402
model - 1591451362, 1591451407.719, 0.64, 0.2245,  0.58, 0.2443
model - 1591451362, 1591451407.815, 0.6, 0.2375,  0.67, 0.2192
model - 1591451362, 1591451407.911, 0.62, 0.2211,  0.68, 0.2058
model - 1591451362, 1591451408.01, 0.65, 0.2217,  0.65, 0.2089
model - 1591451362, 1591451408.137, 0.66, 0.2061,  0.64, 0.2265
model - 1591451362, 1591451408.232, 0.62, 0.2306,  0.56, 0.2448
model - 1591451362, 1591451408.344, 0.6, 0.2408,  0.65, 0.2238
model - 1591451362, 1591451408.449, 0.63, 0.2281,  0.6, 0.2208
model - 1591451362, 1591451408.552, 0.58, 0.2313,  0.59, 0.2379
model - 1591451362, 1591451408.651, 0.51, 0.268,  0.68, 0.2088
model - 1591451362, 1591451408.753, 0.6, 0.2332,  0.63, 0.247
model - 1591451362, 1591451408.862, 0.67, 0.2233,  0.63, 0.2223
model - 1591451362, 1591451408.961, 0.57, 0.2321,  0.65, 0.2192
model - 1591451362, 1591451409.057, 0.65, 0.2224,  0.66, 0.2069
model - 1591451362, 1591451409.182, 0.71, 0.1998,  0.68, 0.2181
model - 1591451362, 1591451409.321, 0.71, 0.206,  0.7, 0.212
model - 1591451362, 1591451409.446, 0.57, 0.2452,  0.68, 0.2136
model - 1591451362, 1591451409.561, 0.51, 0.2464,  0.55, 0.2434
model - 1591451362, 1591451409.688, 0.62, 0.2216,  0.69, 0.2215
model - 1591451362, 1591451409.801, 0.57, 0.2312,  0.51, 0.2568
model - 1591451362, 1591451409.903, 0.65, 0.2154,  0.69, 0.1944
model - 1591451362, 1591451410.0, 0.61, 0.2421,  0.67, 0.2115
model - 1591451362, 1591451410.1, 0.55, 0.2482,  0.58, 0.2353
model - 1591451362, 1591451410.201, 0.7, 0.2238,  0.66, 0.2133
model - 1591451362, 1591451410.31, 0.63, 0.229,  0.66, 0.2221
model - 1591451362, 1591451410.385, 0.69, 0.2231,  0.5, 0.2448
model - 1591451362, 1591451410.483, 0.6, 0.2442,  0.58, 0.2222
model - 1591451362, 1591451410.595, 0.64, 0.2196,  0.6, 0.2353
model - 1591451362, 1591451410.709, 0.7, 0.1962,  0.62, 0.2368
model - 1591451362, 1591451410.821, 0.69, 0.2146,  0.66, 0.2177
model - 1591451362, 1591451410.926, 0.63, 0.2513,  0.59, 0.2449
model - 1591451362, 1591451411.027, 0.76, 0.1889,  0.6, 0.2308
model - 1591451362, 1591451411.133, 0.61, 0.2168,  0.6, 0.2336
model - 1591451362, 1591451411.253, 0.64, 0.2272,  0.61, 0.2319
model - 1591451362, 1591451411.382, 0.64, 0.2182,  0.67, 0.2122
model - 1591451362, 1591451411.484, 0.59, 0.2315,  0.6, 0.217
model - 1591451362, 1591451411.582, 0.6, 0.2265,  0.62, 0.2128
model - 1591451362, 1591451411.678, 0.68, 0.2123,  0.67, 0.2175
model - 1591451362, 1591451411.777, 0.55, 0.2541,  0.67, 0.2081
model - 1591451362, 1591451411.873, 0.64, 0.2114,  0.63, 0.2123
model - 1591451362, 1591451411.973, 0.64, 0.22,  0.6, 0.2417
model - 1591451362, 1591451412.085, 0.64, 0.2249,  0.6, 0.2378
model - 1591451362, 1591451412.192, 0.53, 0.2439,  0.66, 0.2177
model - 1591451362, 1591451412.296, 0.62, 0.2274,  0.58, 0.2384
model - 1591451362, 1591451412.395, 0.69, 0.2073,  0.6, 0.2394
model - 1591451362, 1591451412.49, 0.71, 0.1969,  0.66, 0.2178
model - 1591451362, 1591451412.59, 0.65, 0.2322,  0.62, 0.2346
model - 1591451362, 1591451412.701, 0.54, 0.2503,  0.66, 0.2193
model - 1591451362, 1591451412.824, 0.58, 0.2313,  0.68, 0.2136
model - 1591451362, 1591451412.944, 0.64, 0.2231,  0.64, 0.2053
model - 1591451362, 1591451413.058, 0.54, 0.2629,  0.56, 0.2338
model - 1591451362, 1591451413.157, 0.69, 0.2084,  0.67, 0.2123
model - 1591451362, 1591451413.276, 0.56, 0.2348,  0.63, 0.2177
model - 1591451362, 1591451413.398, 0.67, 0.2033,  0.64, 0.2179
model - 1591451362, 1591451413.506, 0.66, 0.2135,  0.62, 0.2166
model - 1591451362, 1591451413.6, 0.65, 0.211,  0.64, 0.2207
model - 1591451362, 1591451413.695, 0.72, 0.2004,  0.51, 0.2583
model - 1591451362, 1591451413.813, 0.66, 0.2099,  0.62, 0.2146
model - 1591451362, 1591451413.909, 0.66, 0.2131,  0.64, 0.2244
model - 1591451362, 1591451414.008, 0.58, 0.2411,  0.66, 0.2167
model - 1591451362, 1591451414.11, 0.59, 0.2445,  0.64, 0.2134
model - 1591451362, 1591451414.207, 0.74, 0.1786,  0.56, 0.2434
model - 1591451362, 1591451414.302, 0.53, 0.2669,  0.68, 0.2154
model - 1591451362, 1591451414.4, 0.65, 0.2038,  0.74, 0.2092
model - 1591451362, 1591451414.503, 0.61, 0.2293,  0.64, 0.2164
model - 1591451362, 1591451414.627, 0.57, 0.2597,  0.55, 0.2413
model - 1591451362, 1591451414.768, 0.57, 0.2247,  0.62, 0.2112
model - 1591451362, 1591451414.899, 0.73, 0.1923,  0.57, 0.246
model - 1591451362, 1591451415.035, 0.62, 0.2427,  0.68, 0.2096
model - 1591451362, 1591451415.144, 0.65, 0.2381,  0.64, 0.2097
model - 1591451362, 1591451415.243, 0.62, 0.223,  0.68, 0.2079
model - 1591451362, 1591451415.338, 0.71, 0.2114,  0.65, 0.2222
model - 1591451362, 1591451415.433, 0.65, 0.2133,  0.56, 0.2312
model - 1591451362, 1591451415.571, 0.64, 0.2177,  0.71, 0.2117
model - 1591451362, 1591451415.669, 0.56, 0.2406,  0.61, 0.2286
model - 1591451362, 1591451415.77, 0.65, 0.226,  0.61, 0.2274
model - 1591451362, 1591451415.869, 0.64, 0.2215,  0.59, 0.2414
model - 1591451362, 1591451415.978, 0.64, 0.2196,  0.57, 0.2502
model - 1591451362, 1591451416.085, 0.48, 0.2847,  0.57, 0.2388
model - 1591451362, 1591451416.206, 0.6, 0.2375,  0.63, 0.226
model - 1591451362, 1591451416.313, 0.57, 0.241,  0.6, 0.2277
model - 1591451362, 1591451416.449, 0.68, 0.2219,  0.56, 0.2342
model - 1591451362, 1591451416.547, 0.59, 0.2311,  0.61, 0.2209
model - 1591451362, 1591451416.661, 0.56, 0.2361,  0.63, 0.2239
model - 1591451362, 1591451416.758, 0.61, 0.2236,  0.6, 0.2361
model - 1591451362, 1591451416.855, 0.63, 0.2218,  0.61, 0.2299
model - 1591451362, 1591451416.963, 0.58, 0.2428,  0.59, 0.2287
model - 1591451362, 1591451417.061, 0.61, 0.2325,  0.63, 0.2232
model - 1591451362, 1591451417.156, 0.64, 0.2255,  0.62, 0.2366
model - 1591451362, 1591451417.26, 0.63, 0.2175,  0.55, 0.2427
model - 1591451362, 1591451417.36, 0.63, 0.2326,  0.49, 0.2661
model - 1591451362, 1591451417.455, 0.6, 0.223,  0.62, 0.2257
model - 1591451362, 1591451417.552, 0.62, 0.2207,  0.64, 0.2224
model - 1591451362, 1591451417.649, 0.62, 0.23,  0.55, 0.2449
model - 1591451362, 1591451417.776, 0.68, 0.2139,  0.69, 0.214
model - 1591451362, 1591451417.902, 0.57, 0.2394,  0.61, 0.2348
model - 1591451362, 1591451418.007, 0.58, 0.2232,  0.61, 0.2225
model - 1591451362, 1591451418.108, 0.65, 0.2164,  0.63, 0.2307
model - 1591451362, 1591451418.263, 0.54, 0.2477,  0.57, 0.2514
model - 1591451362, 1591451418.368, 0.61, 0.2369,  0.59, 0.2351
model - 1591451362, 1591451418.489, 0.66, 0.212,  0.64, 0.2242
model - 1591451362, 1591451418.622, 0.65, 0.2065,  0.68, 0.2191
model - 1591451362, 1591451418.72, 0.65, 0.2163,  0.65, 0.2057
model - 1591451362, 1591451418.819, 0.67, 0.217,  0.61, 0.227
model - 1591451362, 1591451418.925, 0.73, 0.2016,  0.59, 0.2291
model - 1591451362, 1591451419.024, 0.62, 0.2352,  0.7, 0.2167
model - 1591451362, 1591451419.12, 0.57, 0.2346,  0.68, 0.2138
model - 1591451362, 1591451419.258, 0.69, 0.2082,  0.61, 0.2374
model - 1591451362, 1591451419.354, 0.66, 0.2253,  0.61, 0.2333
model - 1591451362, 1591451419.451, 0.72, 0.1951,  0.61, 0.2446
model - 1591451362, 1591451419.549, 0.65, 0.2289,  0.63, 0.2305
model - 1591451362, 1591451419.646, 0.57, 0.2375,  0.65, 0.2174
model - 1591451362, 1591451419.753, 0.61, 0.2259,  0.6, 0.2343
model - 1591451362, 1591451419.859, 0.71, 0.1967,  0.62, 0.2284
model - 1591451362, 1591451419.969, 0.59, 0.2438,  0.64, 0.2272
model - 1591451362, 1591451420.084, 0.66, 0.2239,  0.69, 0.2095
model - 1591451362, 1591451420.18, 0.66, 0.2162,  0.67, 0.2007
model - 1591451362, 1591451420.302, 0.71, 0.2085,  0.6, 0.2341
model - 1591451362, 1591451420.402, 0.65, 0.2203,  0.69, 0.1967
model - 1591451362, 1591451420.5, 0.57, 0.2405,  0.66, 0.218
model - 1591451362, 1591451420.599, 0.64, 0.2132,  0.63, 0.2252
model - 1591451362, 1591451420.706, 0.68, 0.2095,  0.66, 0.2105
model - 1591451362, 1591451420.827, 0.71, 0.2007,  0.67, 0.2163
model - 1591451362, 1591451420.931, 0.64, 0.2225,  0.55, 0.2394
model - 1591451362, 1591451421.027, 0.58, 0.2339,  0.58, 0.2321
model - 1591451362, 1591451421.147, 0.73, 0.1916,  0.69, 0.2024
model - 1591451362, 1591451421.262, 0.62, 0.231,  0.6, 0.2308
model - 1591451362, 1591451421.366, 0.61, 0.2324,  0.61, 0.214
model - 1591451362, 1591451421.499, 0.64, 0.2183,  0.61, 0.2381
model - 1591451362, 1591451421.611, 0.64, 0.2142,  0.56, 0.2373
model - 1591451362, 1591451421.712, 0.62, 0.236,  0.65, 0.222
model - 1591451362, 1591451421.846, 0.57, 0.242,  0.6, 0.2288
model - 1591451362, 1591451421.966, 0.68, 0.2143,  0.69, 0.2193
model - 1591451362, 1591451422.092, 0.65, 0.2288,  0.72, 0.1964
model - 1591451362, 1591451422.203, 0.6, 0.2349,  0.67, 0.2242
model - 1591451362, 1591451422.301, 0.68, 0.2175,  0.55, 0.2491
model - 1591451362, 1591451422.411, 0.55, 0.2369,  0.64, 0.2091
model - 1591451362, 1591451422.51, 0.66, 0.2113,  0.65, 0.2102
model - 1591451362, 1591451422.611, 0.67, 0.2152,  0.74, 0.2142
model - 1591451362, 1591451422.732, 0.61, 0.2215,  0.73, 0.2098
model - 1591451362, 1591451422.838, 0.62, 0.2312,  0.69, 0.2128
model - 1591451362, 1591451422.948, 0.63, 0.213,  0.46, 0.267
model - 1591451362, 1591451423.049, 0.58, 0.2374,  0.65, 0.2283
model - 1591451362, 1591451423.164, 0.55, 0.2403,  0.71, 0.2046
model - 1591451362, 1591451423.278, 0.63, 0.2215,  0.76, 0.2021
model - 1591451362, 1591451423.377, 0.61, 0.2282,  0.6, 0.2222
model - 1591451362, 1591451423.475, 0.5, 0.2662,  0.67, 0.2125
model - 1591451362, 1591451423.581, 0.66, 0.2228,  0.63, 0.2151
model - 1591451362, 1591451423.677, 0.65, 0.2258,  0.69, 0.2153
model - 1591451362, 1591451423.782, 0.63, 0.2367,  0.78, 0.1998
model - 1591451362, 1591451423.888, 0.63, 0.2339,  0.63, 0.2302
model - 1591451362, 1591451423.987, 0.59, 0.2362,  0.63, 0.222
model - 1591451362, 1591451424.084, 0.64, 0.2229,  0.66, 0.2249
model - 1591451362, 1591451424.184, 0.69, 0.2195,  0.53, 0.2516
model - 1591451362, 1591451424.283, 0.58, 0.2421,  0.54, 0.2508
model - 1591451362, 1591451424.411, 0.62, 0.2274,  0.68, 0.2116
model - 1591451362, 1591451424.514, 0.6, 0.232,  0.69, 0.22
model - 1591451362, 1591451424.612, 0.59, 0.2309,  0.72, 0.2175
model - 1591451362, 1591451424.711, 0.69, 0.2215,  0.69, 0.2133
model - 1591451362, 1591451424.808, 0.69, 0.2238,  0.68, 0.2178
model - 1591451362, 1591451424.906, 0.63, 0.2277,  0.61, 0.2333
model - 1591451362, 1591451425.019, 0.65, 0.2137,  0.68, 0.2184
model - 1591451362, 1591451425.12, 0.57, 0.2518,  0.62, 0.2237
model - 1591451362, 1591451425.217, 0.65, 0.2143,  0.62, 0.2256
model - 1591451362, 1591451425.318, 0.7, 0.2054,  0.61, 0.235
model - 1591451362, 1591451425.417, 0.6, 0.2307,  0.76, 0.19
model - 1591451362, 1591451425.513, 0.68, 0.2173,  0.66, 0.2124
model - 1591451362, 1591451425.617, 0.61, 0.2238,  0.63, 0.2281
model - 1591451362, 1591451425.717, 0.63, 0.2235,  0.71, 0.2043
model - 1591451362, 1591451425.83, 0.69, 0.1951,  0.61, 0.2309
model - 1591451362, 1591451425.929, 0.71, 0.2036,  0.69, 0.2112
model - 1591451362, 1591451426.039, 0.69, 0.2165,  0.63, 0.2222
model - 1591451362, 1591451426.138, 0.64, 0.2238,  0.66, 0.2158
model - 1591451362, 1591451426.235, 0.74, 0.1906,  0.71, 0.1979
model - 1591451362, 1591451426.333, 0.66, 0.2039,  0.57, 0.2391
model - 1591451362, 1591451426.429, 0.62, 0.2352,  0.64, 0.2259
model - 1591451362, 1591451426.527, 0.67, 0.2113,  0.6, 0.2267
model - 1591451362, 1591451426.626, 0.67, 0.2244,  0.7, 0.2004
model - 1591451362, 1591451426.723, 0.74, 0.1827,  0.63, 0.2223
model - 1591451362, 1591451426.847, 0.7, 0.1959,  0.7, 0.2062
model - 1591451362, 1591451426.947, 0.71, 0.196,  0.7, 0.2064
model - 1591451362, 1591451427.048, 0.73, 0.1881,  0.57, 0.2526
model - 1591451362, 1591451427.175, 0.69, 0.2032,  0.56, 0.2489
model - 1591451362, 1591451427.278, 0.61, 0.2235,  0.73, 0.1817
model - 1591451362, 1591451427.392, 0.65, 0.2155,  0.63, 0.2256
model - 1591451362, 1591451427.539, 0.51, 0.2567,  0.64, 0.2114
model - 1591451362, 1591451427.653, 0.73, 0.1931,  0.65, 0.2147
model - 1591451362, 1591451427.785, 0.66, 0.2129,  0.68, 0.191
model - 1591451362, 1591451427.885, 0.71, 0.2104,  0.71, 0.207
model - 1591451362, 1591451427.983, 0.7, 0.1989,  0.73, 0.1988
model - 1591451362, 1591451428.082, 0.67, 0.1936,  0.67, 0.2243
model - 1591451362, 1591451428.186, 0.66, 0.2392,  0.68, 0.212
model - 1591451362, 1591451428.282, 0.65, 0.2215,  0.56, 0.2549
model - 1591451362, 1591451428.379, 0.54, 0.2707,  0.58, 0.2359
model - 1591451362, 1591451428.513, 0.59, 0.2207,  0.53, 0.2626
model - 1591451362, 1591451428.629, 0.71, 0.2052,  0.65, 0.2058
model - 1591451362, 1591451428.731, 0.68, 0.1991,  0.63, 0.2259
model - 1591451362, 1591451428.832, 0.65, 0.2083,  0.73, 0.1769
model - 1591451362, 1591451428.928, 0.66, 0.2149,  0.69, 0.203
model - 1591451362, 1591451429.028, 0.56, 0.2426,  0.75, 0.1982
model - 1591451362, 1591451429.133, 0.61, 0.2305,  0.71, 0.2088
model - 1591451362, 1591451429.232, 0.67, 0.2182,  0.53, 0.2409
model - 1591451362, 1591451429.34, 0.55, 0.2614,  0.63, 0.2214
model - 1591451362, 1591451429.436, 0.76, 0.1973,  0.61, 0.2441
model - 1591451362, 1591451429.531, 0.58, 0.2372,  0.66, 0.2103
model - 1591451362, 1591451429.637, 0.66, 0.2249,  0.68, 0.2145
model - 1591451362, 1591451429.736, 0.71, 0.196,  0.59, 0.2245
model - 1591451362, 1591451429.833, 0.62, 0.216,  0.59, 0.2416
model - 1591451362, 1591451429.972, 0.59, 0.2521,  0.69, 0.2055
model - 1591451362, 1591451430.068, 0.56, 0.2391,  0.58, 0.2474
model - 1591451362, 1591451430.164, 0.61, 0.2361,  0.69, 0.2156
model - 1591451362, 1591451430.285, 0.68, 0.2053,  0.68, 0.2073
model - 1591451362, 1591451430.383, 0.68, 0.2163,  0.62, 0.2325
model - 1591451362, 1591451430.481, 0.64, 0.2264,  0.67, 0.2151
model - 1591451362, 1591451430.581, 0.63, 0.2322,  0.62, 0.2141
model - 1591451362, 1591451430.678, 0.6, 0.2314,  0.63, 0.2207
model - 1591451362, 1591451430.785, 0.64, 0.2142,  0.62, 0.2196
model - 1591451362, 1591451430.884, 0.63, 0.2315,  0.61, 0.2294
model - 1591451362, 1591451430.982, 0.62, 0.237,  0.6, 0.2308
model - 1591451362, 1591451431.081, 0.68, 0.2008,  0.65, 0.2152
model - 1591451362, 1591451431.18, 0.67, 0.2169,  0.68, 0.2164
model - 1591451362, 1591451431.286, 0.69, 0.208,  0.66, 0.218
model - 1591451362, 1591451431.398, 0.68, 0.2099,  0.7, 0.2073
model - 1591451362, 1591451431.512, 0.65, 0.2099,  0.7, 0.1989
model - 1591451362, 1591451431.628, 0.6, 0.2387,  0.58, 0.2386
model - 1591451362, 1591451431.747, 0.66, 0.2113,  0.6, 0.2328
model - 1591451362, 1591451431.873, 0.63, 0.2261,  0.65, 0.2199
model - 1591451362, 1591451431.968, 0.64, 0.2179,  0.68, 0.2043
model - 1591451362, 1591451432.066, 0.69, 0.2121,  0.61, 0.2164
model - 1591451362, 1591451432.166, 0.71, 0.2019,  0.61, 0.2256
model - 1591451362, 1591451432.281, 0.63, 0.2301,  0.7, 0.2074
model - 1591451362, 1591451432.382, 0.63, 0.2367,  0.69, 0.198
model - 1591451362, 1591451432.481, 0.68, 0.2161,  0.62, 0.2154
model - 1591451362, 1591451432.579, 0.57, 0.2283,  0.66, 0.2056
model - 1591451362, 1591451432.675, 0.51, 0.2623,  0.69, 0.2186
model - 1591451362, 1591451432.801, 0.56, 0.2325,  0.63, 0.2294
model - 1591451362, 1591451432.905, 0.7, 0.2272,  0.56, 0.2454
model - 1591451362, 1591451433.003, 0.58, 0.2285,  0.67, 0.206
model - 1591451362, 1591451433.1, 0.67, 0.2098,  0.69, 0.2059
model - 1591451362, 1591451433.199, 0.65, 0.1981,  0.66, 0.221
model - 1591451362, 1591451433.296, 0.72, 0.201,  0.61, 0.2145
model - 1591451362, 1591451433.399, 0.55, 0.2418,  0.7, 0.2069
model - 1591451362, 1591451433.494, 0.59, 0.236,  0.75, 0.1811
model - 1591451362, 1591451433.593, 0.62, 0.2125,  0.69, 0.1983
model - 1591451362, 1591451433.694, 0.6, 0.2252,  0.66, 0.2087
model - 1591451362, 1591451433.794, 0.77, 0.194,  0.66, 0.2107
model - 1591451362, 1591451433.89, 0.66, 0.2354,  0.62, 0.2315
model - 1591451362, 1591451433.984, 0.58, 0.2482,  0.72, 0.2147
model - 1591451362, 1591451434.084, 0.66, 0.2215,  0.61, 0.2327
model - 1591451362, 1591451434.18, 0.68, 0.2227,  0.68, 0.2
model - 1591451362, 1591451434.275, 0.65, 0.2219,  0.66, 0.2133
model - 1591451362, 1591451434.371, 0.59, 0.236,  0.69, 0.208
model - 1591451362, 1591451434.484, 0.64, 0.2146,  0.55, 0.2463
model - 1591451362, 1591451434.609, 0.73, 0.1809,  0.64, 0.2298
model - 1591451362, 1591451434.75, 0.75, 0.2009,  0.58, 0.2246
model - 1591451362, 1591451434.849, 0.59, 0.2523,  0.63, 0.2291
model - 1591451362, 1591451434.947, 0.78, 0.1782,  0.68, 0.2073
model - 1591451362, 1591451435.072, 0.63, 0.2049,  0.56, 0.2473
model - 1591451362, 1591451435.183, 0.67, 0.2218,  0.68, 0.2054
model - 1591451362, 1591451435.285, 0.65, 0.2073,  0.62, 0.2307
model - 1591451362, 1591451435.393, 0.64, 0.2269,  0.68, 0.2142
model - 1591451362, 1591451435.493, 0.64, 0.218,  0.68, 0.2069
model - 1591451362, 1591451435.595, 0.69, 0.1987,  0.67, 0.2064
model - 1591451362, 1591451435.692, 0.61, 0.2425,  0.68, 0.2138
model - 1591451362, 1591451435.802, 0.66, 0.208,  0.67, 0.2291
model - 1591451362, 1591451435.923, 0.64, 0.2191,  0.68, 0.209
model - 1591451362, 1591451436.03, 0.62, 0.2171,  0.63, 0.2311
model - 1591451362, 1591451436.155, 0.57, 0.2389,  0.62, 0.2407
model - 1591451362, 1591451436.26, 0.67, 0.2209,  0.59, 0.2279
model - 1591451362, 1591451436.37, 0.72, 0.1937,  0.58, 0.2334
model - 1591451362, 1591451436.489, 0.68, 0.1895,  0.68, 0.222
model - 1591451362, 1591451436.597, 0.68, 0.2208,  0.61, 0.2273
model - 1591451362, 1591451436.704, 0.58, 0.2378,  0.67, 0.2107
model - 1591451362, 1591451436.812, 0.62, 0.2255,  0.68, 0.2103
model - 1591451362, 1591451436.922, 0.64, 0.231,  0.58, 0.2344
model - 1591451362, 1591451437.058, 0.55, 0.2702,  0.64, 0.2232
model - 1591451362, 1591451437.166, 0.65, 0.1996,  0.69, 0.2064
model - 1591451362, 1591451437.307, 0.63, 0.2174,  0.6, 0.2426
model - 1591451362, 1591451437.403, 0.69, 0.1929,  0.6, 0.2325
model - 1591451362, 1591451437.501, 0.64, 0.2161,  0.6, 0.2286
model - 1591451362, 1591451437.603, 0.67, 0.2111,  0.66, 0.2072
model - 1591451362, 1591451437.701, 0.7, 0.1922,  0.61, 0.2166
model - 1591451362, 1591451437.815, 0.69, 0.2024,  0.6, 0.2235
model - 1591451362, 1591451437.931, 0.64, 0.2087,  0.68, 0.216
model - 1591451362, 1591451438.047, 0.64, 0.2204,  0.63, 0.2297
model - 1591451362, 1591451438.144, 0.6, 0.2455,  0.66, 0.2143
model - 1591451362, 1591451438.242, 0.76, 0.1693,  0.69, 0.2027
model - 1591451362, 1591451438.348, 0.54, 0.2448,  0.65, 0.2061
model - 1591451362, 1591451438.474, 0.68, 0.1967,  0.68, 0.2107
model - 1591451362, 1591451438.573, 0.65, 0.2206,  0.63, 0.2349
model - 1591451362, 1591451438.692, 0.54, 0.2534,  0.63, 0.2233
model - 1591451362, 1591451438.806, 0.61, 0.2403,  0.67, 0.2157
model - 1591451362, 1591451438.906, 0.75, 0.1844,  0.73, 0.1974
model - 1591451362, 1591451439.003, 0.63, 0.2202,  0.66, 0.2111
model - 1591451362, 1591451439.104, 0.7, 0.2192,  0.68, 0.2026
model - 1591451362, 1591451439.203, 0.66, 0.2064,  0.68, 0.2041
model - 1591451362, 1591451439.358, 0.72, 0.1929,  0.55, 0.2315
model - 1591451362, 1591451439.466, 0.64, 0.2119,  0.64, 0.2183
model - 1591451362, 1591451439.564, 0.71, 0.2061,  0.66, 0.2059
model - 1591451362, 1591451439.662, 0.65, 0.2218,  0.65, 0.2142
model - 1591451362, 1591451439.763, 0.63, 0.216,  0.63, 0.2163
model - 1591451362, 1591451439.879, 0.67, 0.2159,  0.68, 0.2123
model - 1591451362, 1591451439.978, 0.69, 0.21,  0.7, 0.1912
model - 1591451362, 1591451440.071, 0.55, 0.261,  0.55, 0.2543
model - 1591451362, 1591451440.175, 0.69, 0.2191,  0.74, 0.1968
model - 1591451362, 1591451440.299, 0.68, 0.2219,  0.69, 0.2029
model - 1591451362, 1591451440.408, 0.7, 0.2001,  0.68, 0.1914
model - 1591451362, 1591451440.514, 0.65, 0.2222,  0.67, 0.2133
model - 1591451362, 1591451440.623, 0.65, 0.2174,  0.67, 0.2051
model - 1591451362, 1591451440.736, 0.71, 0.2,  0.67, 0.1999
model - 1591451362, 1591451440.831, 0.73, 0.1964,  0.6, 0.2423
model - 1591451362, 1591451440.937, 0.69, 0.2261,  0.68, 0.2015
model - 1591451362, 1591451441.034, 0.61, 0.2246,  0.6, 0.2189
model - 1591451362, 1591451441.137, 0.61, 0.229,  0.66, 0.2209
model - 1591451362, 1591451441.236, 0.69, 0.2057,  0.66, 0.2077
model - 1591451362, 1591451441.334, 0.76, 0.2015,  0.75, 0.1929
